datetime,city,temperature,humidity,pressure,wind_speed,aqi,dominant_pollutant
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
2026-07-18 22:51:51,Lahore,36.99,33,1001,3.58,34,pm25
